TYPE,CONTEXT,MOD,X,FUNC,METH_TO
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_wstandout,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_wstandend,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_wattrset,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_wattron,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_wattroff,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_waddch,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_wborder,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_whline,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_wvline,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_getyx,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_getmaxyx,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_update_panels,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_panel_window,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_panel_below,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_panel_above,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_replace_panel,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_move_panel,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_bottom_panel,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_top_panel,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_show_panel,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_hide_panel,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_del_panel,
func,all_extensions,ncurses-1.0.2,ncurses_fe,ncurses_new_panel,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_version,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_library_version,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_state_new,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_state_init,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_state_errno,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_state_free,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_option_get,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_option_set,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_opendir,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_readdir,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_closedir,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_stat,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_fstat,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_open,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_creat,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_read,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_close,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_mkdir,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_rmdir,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_rename,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_write,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_unlink,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_lseek,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_ftruncate,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_chmod,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_utimes,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_listxattr,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_getxattr,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_setxattr,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_removexattr,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_statvfs,
func,all_extensions,smbclient-1.0.0,smbclient,smbclient_fstatvfs,
func,all_extensions,rpmreader-0.4,rpmreader,rpm_close,
func,all_extensions,rpmreader-0.4,rpmreader,rpm_get_tag,
func,all_extensions,rpmreader-0.4,rpmreader,rpm_is_valid,
func,all_extensions,rpmreader-0.4,rpmreader,rpm_open,
func,all_extensions,rpmreader-0.4,rpmreader,rpm_version,
func,all_extensions,win32ps-1.0.1,win32ps,win32_ps_list_procs,
func,all_extensions,win32ps-1.0.1,win32ps,win32_ps_stat_proc,
func,all_extensions,win32ps-1.0.1,win32ps,win32_ps_stat_mem,
func,all_extensions,colorer-0.7,colorer,colorer_set_input_encoding,
func,all_extensions,colorer-0.7,colorer,colorer_set_output_encoding,
func,all_extensions,colorer-0.7,colorer,colorer_list_types,
func,all_extensions,colorer-0.7,colorer,colorer_highlight_string,
func,all_extensions,colorer-0.7,colorer,colorer_highlight_file,
func,all_extensions,colorer-0.7,colorer,colorer_highlight_string_cb,
func,all_extensions,colorer-0.7,colorer,colorer_highlight_file_cb,
func,all_extensions,colorer-0.7,colorer,colorer_open,
func,all_extensions,colorer-0.7,colorer,colorer_type,
func,all_extensions,colorer-0.7,colorer,colorer_hrd_name,
func,all_extensions,colorer-0.7,colorer,colorer_direct_markup,
func,all_extensions,colorer-0.7,colorer,colorer_version,
func,all_extensions,openal-0.1,php_openal,openal_device_open,
func,all_extensions,openal-0.1,php_openal,openal_device_close,
func,all_extensions,openal-0.1,php_openal,openal_context_create,
func,all_extensions,openal-0.1,php_openal,openal_context_current,
func,all_extensions,openal-0.1,php_openal,openal_context_process,
func,all_extensions,openal-0.1,php_openal,openal_context_suspend,
func,all_extensions,openal-0.1,php_openal,openal_context_destroy,
func,all_extensions,openal-0.1,php_openal,openal_buffer_create,
func,all_extensions,openal-0.1,php_openal,openal_buffer_loadwav,
func,all_extensions,openal-0.1,php_openal,openal_buffer_get,
func,all_extensions,openal-0.1,php_openal,openal_buffer_data,
func,all_extensions,openal-0.1,php_openal,openal_buffer_destroy,
func,all_extensions,openal-0.1,php_openal,openal_source_create,
func,all_extensions,openal-0.1,php_openal,openal_source_get,
func,all_extensions,openal-0.1,php_openal,openal_source_set,
func,all_extensions,openal-0.1,php_openal,openal_source_play,
func,all_extensions,openal-0.1,php_openal,openal_source_pause,
func,all_extensions,openal-0.1,php_openal,openal_source_stop,
func,all_extensions,openal-0.1,php_openal,openal_source_rewind,
func,all_extensions,openal-0.1,php_openal,openal_source_destroy,
func,all_extensions,openal-0.1,php_openal,openal_listener_get,
func,all_extensions,openal-0.1,php_openal,openal_listener_set,
func,all_extensions,openal-0.1,php_openal,openal_stream,
func,all_extensions,intl-3.0.0,php_intl, collator_create,
func,all_extensions,intl-3.0.0,php_intl, collator_compare,
func,all_extensions,intl-3.0.0,php_intl, collator_get_attribute,
func,all_extensions,intl-3.0.0,php_intl, collator_set_attribute,
func,all_extensions,intl-3.0.0,php_intl, collator_get_strength,
func,all_extensions,intl-3.0.0,php_intl, collator_set_strength,
func,all_extensions,intl-3.0.0,php_intl, collator_sort,
func,all_extensions,intl-3.0.0,php_intl, collator_sort_with_sort_keys,
func,all_extensions,intl-3.0.0,php_intl, collator_asort,
func,all_extensions,intl-3.0.0,php_intl, collator_get_locale,
func,all_extensions,intl-3.0.0,php_intl, collator_get_error_code,
func,all_extensions,intl-3.0.0,php_intl, collator_get_error_message,
func,all_extensions,intl-3.0.0,php_intl, collator_get_sort_key,
func,all_extensions,intl-3.0.0,php_intl, numfmt_create,
func,all_extensions,intl-3.0.0,php_intl, numfmt_format,
func,all_extensions,intl-3.0.0,php_intl, numfmt_parse,
func,all_extensions,intl-3.0.0,php_intl, numfmt_format_currency,
func,all_extensions,intl-3.0.0,php_intl, numfmt_parse_currency,
func,all_extensions,intl-3.0.0,php_intl, numfmt_set_attribute,
func,all_extensions,intl-3.0.0,php_intl, numfmt_get_attribute,
func,all_extensions,intl-3.0.0,php_intl, numfmt_set_text_attribute,
func,all_extensions,intl-3.0.0,php_intl, numfmt_get_text_attribute,
func,all_extensions,intl-3.0.0,php_intl, numfmt_set_symbol,
func,all_extensions,intl-3.0.0,php_intl, numfmt_get_symbol,
func,all_extensions,intl-3.0.0,php_intl, numfmt_set_pattern,
func,all_extensions,intl-3.0.0,php_intl, numfmt_get_pattern,
func,all_extensions,intl-3.0.0,php_intl, numfmt_get_locale,
func,all_extensions,intl-3.0.0,php_intl, numfmt_get_error_code,
func,all_extensions,intl-3.0.0,php_intl, numfmt_get_error_message,
func,all_extensions,intl-3.0.0,php_intl, normalizer_normalize,
func,all_extensions,intl-3.0.0,php_intl, normalizer_is_normalized,
func,all_extensions,intl-3.0.0,php_intl, locale_get_primary_language,
func,all_extensions,intl-3.0.0,php_intl, locale_get_script,
func,all_extensions,intl-3.0.0,php_intl, locale_get_region,
func,all_extensions,intl-3.0.0,php_intl, locale_get_keywords,
func,all_extensions,intl-3.0.0,php_intl, locale_get_display_script,
func,all_extensions,intl-3.0.0,php_intl, locale_get_display_region,
func,all_extensions,intl-3.0.0,php_intl, locale_get_display_name,
func,all_extensions,intl-3.0.0,php_intl, locale_get_display_language,
func,all_extensions,intl-3.0.0,php_intl, locale_get_display_variant,
func,all_extensions,intl-3.0.0,php_intl, locale_compose,
func,all_extensions,intl-3.0.0,php_intl, locale_parse,
func,all_extensions,intl-3.0.0,php_intl, locale_get_all_variants,
func,all_extensions,intl-3.0.0,php_intl, locale_filter_matches,
func,all_extensions,intl-3.0.0,php_intl, locale_canonicalize,
func,all_extensions,intl-3.0.0,php_intl, locale_lookup,
func,all_extensions,intl-3.0.0,php_intl, locale_accept_from_http,
func,all_extensions,intl-3.0.0,php_intl, msgfmt_create,
func,all_extensions,intl-3.0.0,php_intl, msgfmt_format,
func,all_extensions,intl-3.0.0,php_intl, msgfmt_format_message,
func,all_extensions,intl-3.0.0,php_intl, msgfmt_parse,
func,all_extensions,intl-3.0.0,php_intl, msgfmt_parse_message,
func,all_extensions,intl-3.0.0,php_intl, msgfmt_set_pattern,
func,all_extensions,intl-3.0.0,php_intl, msgfmt_get_pattern,
func,all_extensions,intl-3.0.0,php_intl, msgfmt_get_locale,
func,all_extensions,intl-3.0.0,php_intl, msgfmt_get_error_code,
func,all_extensions,intl-3.0.0,php_intl, msgfmt_get_error_message,
func,all_extensions,intl-3.0.0,php_intl, datefmt_create,
func,all_extensions,intl-3.0.0,php_intl, datefmt_get_datetype,
func,all_extensions,intl-3.0.0,php_intl, datefmt_get_timetype,
func,all_extensions,intl-3.0.0,php_intl, datefmt_get_calendar,
func,all_extensions,intl-3.0.0,php_intl, datefmt_get_calendar_object,
func,all_extensions,intl-3.0.0,php_intl, datefmt_set_calendar,
func,all_extensions,intl-3.0.0,php_intl, datefmt_get_locale,
func,all_extensions,intl-3.0.0,php_intl, datefmt_get_timezone_id,
func,all_extensions,intl-3.0.0,php_intl, datefmt_set_timezone_id,
func,all_extensions,intl-3.0.0,php_intl, datefmt_get_timezone,
func,all_extensions,intl-3.0.0,php_intl, datefmt_set_timezone,
func,all_extensions,intl-3.0.0,php_intl, datefmt_get_pattern,
func,all_extensions,intl-3.0.0,php_intl, datefmt_set_pattern,
func,all_extensions,intl-3.0.0,php_intl, datefmt_is_lenient,
func,all_extensions,intl-3.0.0,php_intl, datefmt_set_lenient,
func,all_extensions,intl-3.0.0,php_intl, datefmt_format,
func,all_extensions,intl-3.0.0,php_intl, datefmt_format_object,
func,all_extensions,intl-3.0.0,php_intl, datefmt_parse,
func,all_extensions,intl-3.0.0,php_intl, datefmt_localtime ,
func,all_extensions,intl-3.0.0,php_intl, datefmt_get_error_code,
func,all_extensions,intl-3.0.0,php_intl, datefmt_get_error_message,
func,all_extensions,intl-3.0.0,php_intl, grapheme_strlen,
func,all_extensions,intl-3.0.0,php_intl, grapheme_strpos,
func,all_extensions,intl-3.0.0,php_intl, grapheme_stripos,
func,all_extensions,intl-3.0.0,php_intl, grapheme_strrpos,
func,all_extensions,intl-3.0.0,php_intl, grapheme_strripos,
func,all_extensions,intl-3.0.0,php_intl, grapheme_substr,
func,all_extensions,intl-3.0.0,php_intl, grapheme_strstr,
func,all_extensions,intl-3.0.0,php_intl, grapheme_stristr,
func,all_extensions,intl-3.0.0,php_intl, grapheme_extract,
func,all_extensions,intl-3.0.0,php_intl, idn_to_ascii,
func,all_extensions,intl-3.0.0,php_intl, idn_to_utf8,
func,all_extensions,intl-3.0.0,php_intl, resourcebundle_create,
func,all_extensions,intl-3.0.0,php_intl, resourcebundle_get,
func,all_extensions,intl-3.0.0,php_intl, resourcebundle_count,
func,all_extensions,intl-3.0.0,php_intl, resourcebundle_locales,
func,all_extensions,intl-3.0.0,php_intl, resourcebundle_get_error_code,
func,all_extensions,intl-3.0.0,php_intl, resourcebundle_get_error_message,
func,all_extensions,intl-3.0.0,php_intl, transliterator_create,
func,all_extensions,intl-3.0.0,php_intl, transliterator_create_from_rules,
func,all_extensions,intl-3.0.0,php_intl, transliterator_list_ids,
func,all_extensions,intl-3.0.0,php_intl, transliterator_create_inverse,
func,all_extensions,intl-3.0.0,php_intl, transliterator_transliterate,
func,all_extensions,intl-3.0.0,php_intl, transliterator_get_error_code,
func,all_extensions,intl-3.0.0,php_intl, transliterator_get_error_message,
func,all_extensions,intl-3.0.0,php_intl, intltz_create_time_zone,
func,all_extensions,intl-3.0.0,php_intl, intltz_from_date_time_zone,
func,all_extensions,intl-3.0.0,php_intl, intltz_create_default,
func,all_extensions,intl-3.0.0,php_intl, intltz_get_id,
func,all_extensions,intl-3.0.0,php_intl, intltz_get_gmt,
func,all_extensions,intl-3.0.0,php_intl, intltz_get_unknown,
func,all_extensions,intl-3.0.0,php_intl, intltz_create_enumeration,
func,all_extensions,intl-3.0.0,php_intl, intltz_count_equivalent_ids,
func,all_extensions,intl-3.0.0,php_intl, intltz_create_time_zone_id_enumeration,
func,all_extensions,intl-3.0.0,php_intl, intltz_get_canonical_id,
func,all_extensions,intl-3.0.0,php_intl, intltz_get_region,
func,all_extensions,intl-3.0.0,php_intl, intltz_get_tz_data_version,
func,all_extensions,intl-3.0.0,php_intl, intltz_get_equivalent_id,
func,all_extensions,intl-3.0.0,php_intl, intltz_use_daylight_time,
func,all_extensions,intl-3.0.0,php_intl, intltz_get_offset,
func,all_extensions,intl-3.0.0,php_intl, intltz_get_raw_offset,
func,all_extensions,intl-3.0.0,php_intl, intltz_has_same_rules,
func,all_extensions,intl-3.0.0,php_intl, intltz_get_display_name,
func,all_extensions,intl-3.0.0,php_intl, intltz_get_dst_savings,
func,all_extensions,intl-3.0.0,php_intl, intltz_to_date_time_zone,
func,all_extensions,intl-3.0.0,php_intl, intltz_get_error_code,
func,all_extensions,intl-3.0.0,php_intl, intltz_get_error_message,
func,all_extensions,intl-3.0.0,php_intl, intlcal_create_instance,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_keyword_values_for_locale,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_now,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_available_locales,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_time,
func,all_extensions,intl-3.0.0,php_intl, intlcal_set_time,
func,all_extensions,intl-3.0.0,php_intl, intlcal_add,
func,all_extensions,intl-3.0.0,php_intl, intlcal_set_time_zone,
func,all_extensions,intl-3.0.0,php_intl, intlcal_after,
func,all_extensions,intl-3.0.0,php_intl, intlcal_before,
func,all_extensions,intl-3.0.0,php_intl, intlcal_set,
func,all_extensions,intl-3.0.0,php_intl, intlcal_roll,
func,all_extensions,intl-3.0.0,php_intl, intlcal_clear,
func,all_extensions,intl-3.0.0,php_intl, intlcal_field_difference,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_actual_maximum,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_actual_minimum,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_day_of_week_type,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_first_day_of_week,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_greatest_minimum,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_least_maximum,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_locale,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_maximum,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_minimal_days_in_first_week,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_minimum,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_time_zone,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_type,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_weekend_transition,
func,all_extensions,intl-3.0.0,php_intl, intlcal_in_daylight_time,
func,all_extensions,intl-3.0.0,php_intl, intlcal_is_equivalent_to,
func,all_extensions,intl-3.0.0,php_intl, intlcal_is_lenient,
func,all_extensions,intl-3.0.0,php_intl, intlcal_is_set,
func,all_extensions,intl-3.0.0,php_intl, intlcal_is_weekend,
func,all_extensions,intl-3.0.0,php_intl, intlcal_set_first_day_of_week,
func,all_extensions,intl-3.0.0,php_intl, intlcal_set_lenient,
func,all_extensions,intl-3.0.0,php_intl, intlcal_equals,
func,all_extensions,intl-3.0.0,php_intl, intlcal_from_date_time,
func,all_extensions,intl-3.0.0,php_intl, intlcal_to_date_time,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_repeated_wall_time_option,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_skipped_wall_time_option,
func,all_extensions,intl-3.0.0,php_intl, intlcal_set_repeated_wall_time_option,
func,all_extensions,intl-3.0.0,php_intl, intlcal_set_skipped_wall_time_option,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_error_code,
func,all_extensions,intl-3.0.0,php_intl, intlcal_get_error_message,
func,all_extensions,intl-3.0.0,php_intl, intlgregcal_create_instance,
func,all_extensions,intl-3.0.0,php_intl, intlgregcal_set_gregorian_change,
func,all_extensions,intl-3.0.0,php_intl, intlgregcal_get_gregorian_change,
func,all_extensions,intl-3.0.0,php_intl, intlgregcal_is_leap_year,
func,all_extensions,intl-3.0.0,php_intl, intl_get_error_code,
func,all_extensions,intl-3.0.0,php_intl, intl_get_error_message,
func,all_extensions,intl-3.0.0,php_intl, intl_is_failure,
func,all_extensions,intl-3.0.0,php_intl, intl_error_name,
func,all_extensions,docblock-0.2.0,docblock,docblock_tokenize,
func,all_extensions,docblock-0.2.0,docblock,docblock_token_name,
func,all_extensions,classkit-0.4,classkit,classkit_method_add,
func,all_extensions,classkit-0.4,classkit,classkit_method_redefine,
func,all_extensions,classkit-0.4,classkit,classkit_method_remove,
func,all_extensions,classkit-0.4,classkit,classkit_method_rename,
func,all_extensions,classkit-0.4,classkit,classkit_method_copy,
func,all_extensions,classkit-0.4,classkit,classkit_aggregate_methods,
func,all_extensions,classkit-0.4,classkit,classkit_import,
func,all_extensions,classkit-0.4,classkit,classkit_doc_comments,
func,all_extensions,fam-5.0.1,fam,fam_open,
func,all_extensions,fam-5.0.1,fam,fam_close,
func,all_extensions,fam-5.0.1,fam,fam_monitor_directory,
func,all_extensions,fam-5.0.1,fam,fam_monitor_file,
func,all_extensions,fam-5.0.1,fam,fam_monitor_collection,
func,all_extensions,fam-5.0.1,fam,fam_suspend_monitor,
func,all_extensions,fam-5.0.1,fam,fam_resume_monitor,
func,all_extensions,fam-5.0.1,fam,fam_cancel_monitor,
func,all_extensions,fam-5.0.1,fam,fam_pending,
func,all_extensions,fam-5.0.1,fam,fam_next_event,
func,all_extensions,fam-5.0.1,fam,fam_next_event_timeout,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_modify_gamma,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_modify_contrast,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_modify_brightness,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_load_image_immediately,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_load_image_immediately_without_cache,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_load_image_without_cache,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_free_image,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_free_image_and_decache,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_add_color_to_color_range,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_blend_image_onto_image,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_clone_image,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_create_color_range,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_create_cropped_image,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_create_cropped_scaled_image,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_create_image,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_create_rotated_image,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_orientate,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_create_scaled_image,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_dump_image,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_free_color_range,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_free_font,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_get_text_size,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_blur,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_draw_ellipse,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_draw_line,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_draw_polygon,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_draw_rectangle,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_fill_color_range_rectangle,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_fill_ellipse,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_fill_polygon,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_fill_rectangle,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_flip_horizontal,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_flip_vertical,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_flip_diagonal,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_format,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_get_filename,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_get_height,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_get_width,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_has_alpha,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_modify_alpha,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_sharpen,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_set_format,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_tile_horizontal,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_tile_vertical,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_image_tile,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_list_fonts,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_load_font,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_load_image,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_polygon_add_point,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_polygon_contains_point,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_polygon_free,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_polygon_get_bounds,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_polygon_new,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_save_image,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_text_draw,
func,all_extensions,imlib2-0.1.00,imlib2,imlib2_get_data,
func,all_extensions,yac-2.0.2,yac,yac_add,
func,all_extensions,yac-2.0.2,yac,yac_set,
func,all_extensions,yac-2.0.2,yac,yac_get,
func,all_extensions,yac-2.0.2,yac,yac_delete,
func,all_extensions,yac-2.0.2,yac,yac_flush,
func,all_extensions,yac-2.0.2,yac,yac_info,
func,all_extensions,amfext-0.9.2,amf,amf_encode,
func,all_extensions,amfext-0.9.2,amf,amf_decode,
func,all_extensions,amfext-0.9.2,amf,amf_join_test,
func,all_extensions,amfext-0.9.2,amf,amf_sb_new,
func,all_extensions,amfext-0.9.2,amf,amf_sb_append,
func,all_extensions,amfext-0.9.2,amf,amf_sb_append_move,
func,all_extensions,amfext-0.9.2,amf,amf_sb_length,
func,all_extensions,amfext-0.9.2,amf,amf_sb_as_string,
func,all_extensions,amfext-0.9.2,amf,amf_sb_write,
func,all_extensions,amfext-0.9.2,amf,amf_sb_memusage,
func,all_extensions,Jsonnet-1.3.1,jsonnet,jsonnet_get_version,
func,all_extensions,Jsonnet-1.3.1,jsonnet,jsonnet_get_author,
func,all_extensions,memoize-0.2.0,memoize,memoize,
func,all_extensions,memoize-0.2.0,memoize,memoize_call,
func,all_extensions,memoize-0.2.0,memoize,memoize_has_storage,
func,all_extensions,memoize-0.2.0,memoize,memoize_memcached_set_connection,
func,all_extensions,bz2-1.0,bz2,bzopen,
func,all_extensions,bz2-1.0,bz2,bzread,
func,all_extensions,bz2-1.0,bz2,bzerrno,
func,all_extensions,bz2-1.0,bz2,bzerrstr,
func,all_extensions,bz2-1.0,bz2,bzerror,
func,all_extensions,bz2-1.0,bz2,bzcompress,
func,all_extensions,bz2-1.0,bz2,bzdecompress,
func,all_extensions,cybercash-1.18p1,cybercash,cybercash_encr,
func,all_extensions,cybercash-1.18p1,cybercash,cybercash_decr,
func,all_extensions,cybercash-1.18p1,cybercash,cybercash_base64_encode,
func,all_extensions,cybercash-1.18p1,cybercash,cybercash_base64_decode,
func,all_extensions,panda-0.1.0,panda,panda_add_cubic_curve_segment,
func,all_extensions,panda-0.1.0,panda,panda_add_line_segment,
func,all_extensions,panda-0.1.0,panda,panda_add_quadratic_curve_segment,
func,all_extensions,panda-0.1.0,panda,panda_center_window,
func,all_extensions,panda-0.1.0,panda,panda_close,
func,all_extensions,panda-0.1.0,panda,panda_close_line,
func,all_extensions,panda-0.1.0,panda,panda_end_line,
func,all_extensions,panda-0.1.0,panda,panda_fast_forward,
func,all_extensions,panda-0.1.0,panda,panda_fill_line,
func,all_extensions,panda-0.1.0,panda,panda_fit_window,
func,all_extensions,panda-0.1.0,panda,panda_full_screen,
func,all_extensions,panda-0.1.0,panda,panda_open,
func,all_extensions,panda-0.1.0,panda,panda_get_num_pages,
func,all_extensions,panda-0.1.0,panda,panda_get_page_height,
func,all_extensions,panda-0.1.0,panda,panda_get_page_width,
func,all_extensions,panda-0.1.0,panda,panda_hide_menu_bar,
func,all_extensions,panda-0.1.0,panda,panda_hide_tool_bar,
func,all_extensions,panda-0.1.0,panda,panda_hide_window_ui,
func,all_extensions,panda-0.1.0,panda,panda_image_box,
func,all_extensions,panda-0.1.0,panda,panda_link,
func,all_extensions,panda-0.1.0,panda,panda_make_line,
func,all_extensions,panda-0.1.0,panda,panda_make_page_size,
func,all_extensions,panda-0.1.0,panda,panda_new_page,
func,all_extensions,panda-0.1.0,panda,panda_next_page,
func,all_extensions,panda-0.1.0,panda,panda_nfs_page_mode,
func,all_extensions,panda-0.1.0,panda,panda_page_duration,
func,all_extensions,panda-0.1.0,panda,panda_prev_page,
func,all_extensions,panda-0.1.0,panda,panda_rectangle,
func,all_extensions,panda-0.1.0,panda,panda_rewind,
func,all_extensions,panda-0.1.0,panda,panda_set_author,
func,all_extensions,panda-0.1.0,panda,panda_set_compression,
func,all_extensions,panda-0.1.0,panda,panda_set_fill_color,
func,all_extensions,panda-0.1.0,panda,panda_set_font,
func,all_extensions,panda-0.1.0,panda,panda_set_font_size,
func,all_extensions,panda-0.1.0,panda,panda_set_horizontal_scaling,
func,all_extensions,panda-0.1.0,panda,panda_set_keywords,
